Chain,DeFi Application,Transaction Hash
ETH,Uniswap V3,0x137da549a031f2a79fb0521b1b28a903e190c13e4484759698b802ae1d412b24
ETH,Hex,0x1a8cd92936e232fdfe4d612ff510ab53efd8e7a1f251bf6dac60b32b863c6c43
ETH,API3,0xa3c32db3cd6a2890d8078042208daf4bb8b6018bbc16f99e90b33a6b2dda5d5c
ETH,WBTC,0x26737142d6812c50a61559dd89f6b8311f70fc3f67633fd62fd70a59f5cec00f
BSC,BabyDogeSwap,0x8b1e183661dcdf22a6d7b33a6ce3b99d0d00f26895d2fe6aedb75078fe8042e1
BSC,BabyDogeSwap,0x6ef4ed5ae084f1fb13ce0916b4b096b3467c8800247fbe08d27ad489052e4370
ETH,Coinbase Wrapped Staked ETH,0x30bbd614fb962d52387b13e4955cef7f29bdb9c5bd43a6c628a33acca2e58ee9
ETH,AAVE V2,0x6491e75419ff2488a8418ccaf2e5f05503779d69fcb57f84628247c4619c88aa
ETH,Yearn Finance,0x19ccb393f78c4df9af31c478d80a3d506a02ab42886b00a83c9d93f810142d53
ETH,Ankr,0x65a05e1b882e57a1902ac894c16e614220bea05ac2b19c9a9f68ab77d3d126ec
ETH,hBTC,0x6d90b2babb3e2a957d678267cc60b9b0d2bd0f4e04f73bb8b19e4f565fb467c6
ETH,Revest Finance,0x53381baa2b85360c9b5ecbb4fd067e8da1c4116c7c6ebad293ac1882ac1bbe01
BSC,Thena,0xcad52eda5355619345652010fa7c99a0191d92eacddfe60a64acacb87924d6eb
ETH,AAVE V2,0x333f8edf856a8deeced4e7185f6057f6b67117f92db8d0fdcc6ae5f390616506
ETH,Pendle,0xfc64f6b314380419447718cfdc4d9bcca52de4dfb53018f901299a506d7dde7b
ETH,Loopring,0x9f9bb39e8e096bee47acd3551482988b12962f9f5fa61b8d343a41ca7deb174c
ETH,Perpetual Protocol,0x18b3e948c83ecd20e35e474ad252efe93c5f73fbe2acb85986fd4ac7c481eba5
ETH,GETH,0xc5c3aa947cf08d250188a8c283b0ddd48d8b210239191bdb3a889328c155812d
ETH,AAVE V2,0x32d5372c156ec1e309d44ba1ee1d50171f1a6f3982a9847467029feabce40d9d
ETH,Hex,0x5e85713579fa33045f6ccc45a4d723ec14c4001a4484a6f37e23639bd4662c7f
ETH,Uniswap V3,0x0a44bf661c8ef98d6fc955029051bb72a01678a69f46cd178c5888ced6f3f2fc
ETH,YFII,0xaa717515c5c5cad3fb465fbb0265ea88479de4936fbc211badec8ba3fc827c6f
ETH,UniFi,0xd6e70fcaba7a5cbbce5ad541c5d99b5b8a74ce84357691860e47a57e1e36122c
BSC,Billion Happiness,0xed1a67abf66b2a71689741f5a7a58eeb05a05374fe985251cccb8c5730c0080d
ETH,Coinbase Wrapped Staked ETH,0xeca171d10b640068d05c224a8f1cc9288278f6d60f66500edb284fc047f4fc56
ETH,Yearn Finance,0xaa17370f0942f86520e07a7da61449cbc689d9bcaf9dc5288b98dc72184ef739
ETH,RenVM,0xcba2e2683651433cee5a7e93d9064551a0c48ed2b7c5c88815214552aa92012c
BSC,Drip,0x0e16a5879c9ed9c0e5946f27cd60a72f092a7cb4e2039fe2430e2e10fbb78320
BSC,Drip,0xa2571aabd67c3d7f1b8a2a9486bfdca7934762f32c655a527031372940da9702
ETH,WBTC,0xb8909172fc036b057df03536481026739fb47d644902161cfaabe937877668ac
ETH,Stargate,0xd7393b34162530515a8c96cd4d5dbc733e4029491afd7edc94894c3485ec5fba
ETH,Rocket Pool,0x924405f248beba2348dda59f515165f1b003ad10eecd664ed3922ddbe7d80605
ETH,Erasure,0xd01df65c081b8450cb818d755fed30abe306b3966b31e82d8e23b69ee62cf26a
ETH,WBTC,0xf10e54fbe494425d3c45cab9800b0f8bb3b724e95c519ba10b8246ca36d56153
ETH,Loopring,0xf3ea12c4d446e7f774ada91124670f4afaaeb3bba01262df871fcf12468329b0
ETH,ShibaSwap,0x0b27ddeb9e07af2bcd24d2007ca90693b265b7affccbb10cd7aeef3437f869b8
ETH,Hex,0x30726d63684628d5817639b64f7f9a1552b68ca6ce2d265e76b7982884b3dfcf
ETH,Stargate,0x80c28a074a007f5e6a1879d4ce5ea6e0cab317ed51958794c0a0eea4aef4ca66
BSC,Velhalla,0x9aef169ee73455b3901f831f8ebe9aacdb235a0cf4daaf3978490f254ce79b03
ETH,ShibaSwap,0x9d5cf75e4d1c97d0241223b3f10d6fa99f8b8210f2df2dfb846e8ff2155e4524
ETH,Pendle,0x13b9dbafcfa9c88e144be733190c937e35d4d8dc80d98b00c8090de736a1ee32
ETH,WBTC,0xf088b9bbb4437bf7ce3da14c6652b04011ced9655114af8765e3d61857dc8b8b
ETH,Uniswap V3,0x583bcd765e34aee4b8dfbeda2f22c7d7efab55924fac54a05ede689b4155f6ac
ETH,Pendle,0x592776dcf16ab25dc0b161125f7f72a882f5d5ab61a96a4469df59422ca69b94
ETH,Hex,0x518ff398999647a2369c33396681f46f4c57a66ba8b595b2a25a55d9b1c83357
BSC,Dot Dot Finance,0x40bce8fd08793d6c2af931cd683e08425d3f86eb14109b20c9f0a130eeb68ec4
ETH,AAVE V2,0x2d1cdc770e6badb484c67bf81dc83a4383ee066bd0f5a743f9b4ce853adb9060
BSC,BabyDogeSwap,0x8698cbf7ab3f428278923c0554b4df59cf051fb4c63fc6c50c1c2790efabc8d9
BSC,Thena,0xc93301b192b89aecf4b53fbded9c93f56b3e3faf3b3afa5f39494005d4697378
ETH,Perpetual Protocol,0x079eacf20ffaf2966eea912f872e0281f617dfeebf75503bb6e9040c27ff1cb8
ETH,KyberSwap,0xdc0cd8f1b47bb590914804a7ce33d3848487fd0fe8b4dee461cbd7febce921be
BSC,BiSwap,0x1245dc6634179c73bd454f9de3831b3e5a0678a2c06b707710c5bb62cf56d709
ETH,RenVM,0x58347c93e255f85f61a02d6d9f773e88eb494f95533f610941aba031d0a3536b
ETH,AAVE V2,0xbe4d773f609a05182da74a0bf556e37dac47f1f4854b1e857e8c540e655e1aba
ETH,AAVE V2,0x5e24ba67a21cd7cece58c44e04d381d4b505215f4eec1a5919d70eb112752272
ETH,Perpetual Protocol,0x412f623bbe875bb163524360d7190bc187d2b95556f67e7d75d7429b26f9b874
BSC,BabyDogeSwap,0x7291591e9bbc5e867dd60ca79d3c4ef207bf0e57e57f62956ae0ffa50544a52d
ETH,Hashflow,0xcc230b5a2dc1080be406ef8f81b15ed6b096057051d430c36b280b5cd940e8ff
BSC,BabyDogeSwap,0x97f3a2ff94fce991132e6147d0bc2eb083e7b0b8431a277bd7d9f793379a24cb
ETH,Loopring,0xae3b6ecaad5e5e4da5839fb3e6fb9fe07069f390a28feca006fdcaab4b9d27c0
ETH,Loopring,0x92a7b313a25f1ddb665ddf550f22caa53f60ace30638f1ff8ae0101046170aba
ETH,Stargate,0x8c1fb17a548fee37a7c42c5be9bfa1a9168d4bf15438448ac485ae0178147903
ETH,Alchemix,0xf71a19d116956d2a06d3a04de329d43f79e5614f64920f8c24c716dccc861cf9
ETH,Stargate,0x1b65f6faedfc29388b60745e11e852861f3858420fd3f220a6d99f0d30071bf4
ETH,Uniswap V3,0x3c91b9d0083de2939374abb8291fe89c43ead3d6eb1ea8f90b94879ee55092c9
ETH,DODO,0xf9565c5983e6b98786359d781d938d79cb7ba9fa879a8e1f82c59d0df9ab9573
BSC,Drip,0xe3d9c96e5e716286f0e35093a5787ad92470717d9d19f2cdf0ef8b267d0847a0
ETH,Synthetix,0xb03701c5a76a6033592f00ceb4a725bed93207b7add3bb59da9c968c9eaefbcb
ETH,ZKSwap,0x4f57c2688dc1228d9834f5dc6a326e8f786bd179e96364f7622bd956e9c7cc07
ETH,WBTC,0xe0e091970dab4ef170d8df3fe769d0d77003852a56f668a66ece93dacbdc0290
ETH,YFDAI,0x6b0784a76063d42b9fc5cff8f777f611f4c7d9034b53564a1d265e9f76e59e92
BSC,BiSwap,0x0ff00e6e4a7060a402e24e6f586c9f7d828ea29c27a550fcf95edf8bf9be8845
ETH,Uniswap V3,0xb3ff68d9f15836ecb669b4f490bc3a6712d6785e7a6562b9fee5600d959beb12
ETH,Uniswap V3,0x90449333bff6a16393448a61c10ed31c5c679c29e92799a25fed03d2d401245a
BSC,Drip,0x98e77b80874b7a5f3f5050fc36731dec837bfac8e4c9b4f9982b333743d05d56
ETH,API3,0xa3fa66189a0cb929a17b06e1be0d0f9f3b864a119e3ac51ddc3da4497dedba4b
ETH,Ankr,0x25d39b583737fca56a3c76f71087bbea59b0b12651ac5afa39b97aec9e28bab4
ETH,GETH,0xae0e3c548b31939dca1646dbadd272978ded787f8f6c6d854386b967af43e355
ETH,Synthetix,0xd9217a255c761bb1fff6a65fdd0401b90dd58be4422c210243c364b39a84272b
BSC,Drip,0xecd5ac6af39d732ca0e4652e8257be02d24fa6c8edb1c4600e005a8f99476d90
ETH,Revest Finance,0xd2975e25acd98e6ebadb64fea9f1394a4f94ac15307fac37411af2bebcee2f12
ETH,Uniswap V3,0xcb9cf587f9d2be706ac2f34fe8b046547ca8734d55507de37af29da23c8a3c96
ETH,Merit Circle,0xb2b885a850483d9675bc721d1107a8351bba26444bb450fc4bdd50c8f98a4346
BSC,Bitgert,0xda4b83082f33be627962c111ee2d1522dde71cafb552a3c6f4bf2b480922fdd5
BSC,BabyDogeSwap,0x8c3f19e1dd8f9d8dbacc0de0e9c3feddaa4135155d94cea1a3461458b9f35980
ETH,Uniswap V3,0x6036e28a63592ddf65d5808ea8063a17efc4ff5d1192984da293b1ffa8e85d0e
BSC,BabyDogeSwap,0x1de5a5ad020c1d08b011a70acf53fb7354118ef98dbb630b37f5d3468de37510
BSC,BiSwap,0x3569701d75b4785d458b45662b61bfc2efc29ae7da37271f7f3477311468ad4d
BSC,BabyDogeSwap,0xd5665f54b6ddddeeee9b5760ce98ff191c15f59a46c2873000b7a0b065e2dc2e
ETH,KyberSwap,0x9a02502de2f3e3907b61b9be74d65cbb2c01bee04d2930a64e6421f440231e91
ETH,AAVE V2,0x5881e48cf9a4b9f8ae2af1ba1fde9b552ba3767e9c1f407219c37ae32a4c8e1b
BSC,Thena,0x5503881a3ebbf87c36ae523955740b9f8de1a41bfd422e91ce0d427c9adcbe18
ETH,AAVE V2,0xae1125f5bc545958373326105b0859665f3d113ec12cbe07cae5d25afdbd4efc
BSC,BabyDogeSwap,0xbc42b049643ac0fed17eaca13c9091dd9bdcd5cf986ff2bcdeca1ad47a2233d2
BSC,Velhalla,0xd5ce1e7aa5cc8b95ce348aeba92937e213675acce7b369305eb917ce79b94d1a
ETH,WBTC,0xc824ebfb1ae45599b92f2e48572778b2023071210c262516b969a46862f17072
ETH,AAVE V2,0x4f9694c9642a493444338d505becbed8d331d56998bf8b65aa6ab7fb2d8bf53e
ETH,WBTC,0xac072b7233bfe9dc011adeca4b9ab3060aa7ba67e2b2cd4c1aa05fc117fa72c9
ETH,WBTC,0xf6ea47de996904f616565693513cf3bb8ed065c89a099c847860aa53af5f527f
ETH,Across,0x341d847f06e61f4aaf22d7dd30b1cd5ab6dde184dc725f0a2aa011c06db39530
ETH,WOOFi,0x364cdfced72de429acec50ecf12189031798c882d4bf5518b71652e96fbb7354
ETH,Coinbase Wrapped Staked ETH,0x49c87f0aa0211176612ecaac228b292634121f34089f7868228ad10c06749be1
ETH,Uniswap V3,0x3a6c1a18996b8d41d47e7e1b8598b87c80f90c7c3e81c41a5e92e8fc76b7b8e3
BSC,Elephant Money,0x2d15f244ea29011a684f3cb33aed107f08d24d35c8c637974dcd43416e6e7550
BSC,BabyDogeSwap,0x8f6e6e7949d15337fe16cbf85d14fec2a40864672d451a6800a7048486d68427
ETH,pStake,0x01ae170325b6c81a6275cc800cf9dab4f93fe2535d3f4a159e4acb7c41999cf5
ETH,Compound V3,0xf102c946c406cf454693e81341371b0dc9e2d69cd6debaeb36e9650439ad9094
BSC,BiSwap,0x270e0408beed9e09960e98672cfe98bbdbaf0e074f1002e8662714a2154053fe
ETH,SingularityDAO,0x6c6e2732ecb126931bef0761a7a85ae8d478a2ea43bab164f17d933249f3e8dc
ETH,Yearn Finance,0x59f0c89b6251b34cb0515e3600b8aff0f78f678130ff59630a28b262cfc71856
BSC,Magpie,0x64247de85782a5c58992c0e73e4ce69b0a8de5138d1108b5e4a1e869680ffeaa
BSC,BiSwap,0x5c7ac23003d0830fe87596fbb0704d6266fdcad98436bb8a2e12bac487f35bd8
ETH,Hex,0x5f0f53dfb3bba0296d4cc23a801f17c9285722607e4df680b733138dbe9155e0
BSC,BabyDogeSwap,0xe5278bed709ed61885165b000613daf95f848b686780591ccc8d5c1d4491c8a7
ETH,Hex,0xf9f55a7a546b6effe21d33012067d07bdb3af664e5faa415398b5966086ad2c6
ETH,KyberSwap,0x841734c7291b58a01554f03af26c36f14fd5740b3fb81d9b2d0a75d195de042d
BSC,BiSwap,0x0f3e4c6e4245c3516847575de95c59724e7205c4b755b2a73a91595791fa58ad
BSC,BabyDogeSwap,0xd53c73bb194e575af09f7b104a708e8fd80768bf18594f57d8218bdc57516afa
ETH,Uniswap V3,0x81230c06bde84500cbba56e4f02d1c04b44bf611d24085b426585be5a2b08966
ETH,Flexa,0xf84adef250f70f96c5785a0eeb6589c56e38a67e0077fb1f05493ec1ee391bc9
BSC,Elephant Money,0xfbb58dfcdb581a5d5fc87cd8809a1fdde012ba2f3d2fe49467ee0f1fe3afc19a
ETH,Stargate,0x9448579f4ed46ec4957dfbf2b0d6106bfc1abf3726161d99db841797efed7510
BSC,BabyDogeSwap,0xb8730ebfdf54b41be5c9c18d0a5885fd780824c56aacb5b6e97790dcd90e6110
BSC,Bitgert,0xc8fa16a10a91ef4b1287576b0e969dd9626b941e54a7ce7bac54d207d858a946
ETH,Rocket Pool,0x419d00f7bcc011f1d8f67d86d3fb3314683b3a98fd31093d8927fef91c6b3e61
BSC,Position Exchange,0x90c2ae215c7086172a48c55a6a78908df83741ebacfd6246d752198412a1e429
ETH,Uniswap V3,0x69a35fa59cfc22191a351a0b4ff31fc34654f3e30e8a4f55e9ece6b1b8c9d67f
ETH,WOOFi,0xe6bb9f34c32a52451ad7bf64e816bc0cee901fc7eea3bc34eae2ab0476332199
ETH,Uniswap V3,0x47210e54a5fe56fb53101793593aa27d157aecbde0a3ac0e76ebb8089a960afd
ETH,RenVM,0x8900d668d579379d7780cf7f92e9645dcb1975fbc44f0af7a1e6e05ac742d9d2
ETH,GETH,0x3696ee05c37531526006e98d7dc51bebf454c710bb1689628982650991b6dfe4
BSC,Drip,0xcf72aa3edbb2b235225e056c4f3a95a5371eb109d601bda5a2a0e0c14e68b5aa
ETH,Aura,0x9533383df4d0568c8b0e380a7d80cf7831ccbdf6f991f58fc33648b053ed60c9
ETH,WBTC,0x18833e292e469ef2abc041d4d93507cab58e0467daaa3bee05d6713adf6a583e
ETH,Chain,0x67e8ccce411dd766c2b95c95e0313e85b83381f2fda6d00c4d8ec98d22e4e041
ETH,WBTC,0x249b10f5fcba277339184fde1eaba2a2cffbda9083429df2fd95397dd9bc9b27
ETH,YFII,0x1396342aa152d4c52383af81f92980a5c3e09c6a5a8b302f96636a2b303c092b
BSC,Emp Money,0x58b46d5247660694c2d033b5999fe1b0ccce422ef866ed0ffe8e6999cd05463e
BSC,Kalmy App,0x0723f0bf938a9ae818cec631b599b7ac20dc092e99b91c355b8dc9dfb00e4516
ETH,Ankr,0x124d88d6145cfd1837f66369d8ab52766a36750debe593dc144eb9ec89808e3a
ETH,Coinbase Wrapped Staked ETH,0x48a5ac734a2f1cb0e3ef99e5519f6476f72a5b96d6e891a36135e6030e9447c8
ETH,Uniswap V3,0xaaa799c340960dcd0f12a259837f554cbc8bee0da955f5456e97c6e1d1498cd7
ETH,KyberSwap,0xee7bded60a42c2b571943cd1ec0cfa434377fe38114d73354f1c35066284ba34
BSC,BiSwap,0x26e738e3385a2bb8dd15cfabfc2a07b53a78e5e8bb53083616d7af2a334222e9
ETH,WBTC,0xab829d639a609f0dcfe4ad48f70150ed09abefa424e91bbf364b2c15d96d163a
BSC,Magpie,0xd6ea63b86939ceb4c3186c887772305b89de88ca6bbbd05fe594ba7e57aa1bc7
ETH,WBTC,0x4d849d830a4c2321ade14d179688ec2dbae09e08da24d6f4f80a788f95f99167
ETH,Uniswap V3,0x4bcef5a65837f91e81924ae01c51647d6898551495d4ad3175bde5449b5c447a
BSC,BabyDogeSwap,0x52e0a3f27a87d292c07f715d614f9418ff0e14762892df5d0adc7bcf46234ac8
ETH,pStake,0x956266d856bd3ffdb0f91d28ea6a692fb5bfbeefdb17d2af27de1b7eaacfd21e
ETH,Compound V3,0x9e5f3ba64790d79ae53707971850457ea1cb2656540ff3a6cb1f7bbabae44aa7
ETH,WBTC,0x866c754c659f88f742b6ee542ba65875423f35fcd9c46ad74e267a8786d8777d
ETH,Merit Circle,0x030082d27eb646cc1e354eb2aa2654da4349675169154eb29efd4ee9a738e5f0
ETH,WBTC,0x95b0da3ae3773105aaef882ad1a9f66cf704d60ae0fc218e79d712443ab03d06
ETH,Pendle,0x8a05a7c997579166114c5955b0317ef95e728d519b24e76c30097be50cbe54c4
ETH,AAVE V2,0x2dd8f2dbc79d9a0053dcdd474105c0e383076475dc34d9bb71169691ecb310ce
ETH,Liquity,0xc4e77b044cadc30b97edca5f978a8f3d0ad057eba41d4c006901fb4c1b6632ce
ETH,Coinbase Wrapped Staked ETH,0xeecf7233db455e12d37e4de6b8af31eb93f5fe3325ac4fcc55f663b097996a34
ETH,Stargate,0x51c1fec0939099c7ca983ce0ee7a900c85341d043a71a21dd0c41bec56000718
ETH,Loopring,0x5db2d847e3322d4244afb85c176d88106d11f90a2bc701bd2bd2b54a122903f0
ETH,Merit Circle,0x0b4cf1e173a5ae4bb5dce0fa3513f96184de2d7c6dee25a753b9ef3dbb8bfb28
BSC,BabyDogeSwap,0x7df475652d81dcb833b1e8b635f1d447e515b041ab9ab5573bc4f437b3b683a2
ETH,Uniswap V3,0x6614a4e85ab15430cfac0e0b8a024ae7203de8b209c986e36f4475531d82bdcf
ETH,Merit Circle,0xd33e078ab0510877136b0737b37423a06587cd40420ddd98cbbb5a54a4462da0
BSC,Velhalla,0xcad0299e4ef1bcf7660d033bc12dd97f5bd1e31f2a622d7069502220f520868d
ETH,Loopring,0x56f0178640f343d11bcf73dfdf0a98df25ae6b1a7054e8a95ed5c3f1c86d39d1
ETH,Uniswap V3,0x5ea50eecc8022d42b36a9ca0bfc0e8c2eb7bd224e601c26d24473c9a3510dc89
ETH,AAVE V2,0x9cf28ff93e16eff520caed7cb82d4704b33554a3075e79ecb62d9ae123e91920
ETH,AAVE V2,0xe5a8cc002e25ecf5e6fbb126a9954480f0baf30992cf9519a6cc1adb42d437a2
ETH,Hex,0x8b91362f6dae00d04aa1f9a347dd0e50a83d305da89aed8b1334d42d16f58fc0
ETH,Stargate,0x2f82688f597c05c0871b2f97083aa05780d9f0769ff22ba411f2a7b878915087
BSC,BabyDogeSwap,0xca7bc53698376ef63e1561253f8962f635224ebb1eb5977a269dbe5ee7ee5584
ETH,Hex,0xeb830778a07965cc49a5d70191ded53ef5b2b857777c9ccb32304d515c464942
ETH,Uniswap V3,0x6f0e9bf83338e97d13da89cf3936d7c7aa5ebb821ce962786f48bd29b650d715
ETH,Compound V3,0xacc7120e605cf6977047bc9610630287646784fad8bc4416097f6283667b4322
ETH,Erasure,0x2ed34d1361ba864bb2bf27bc1bb14d51856fbeddcec1795034c3ac353e65dc16
BSC,Drip,0xde99388f0b43d9d7f85d63477c2d85c64aa07317cd8f18681ddee3bb995fbace
ETH,Clearpool,0x42b57b962b133abc44c003ff1839d5c6e820473a07dc21a76a36bdd21a25e364
ETH,Uniswap V3,0xf047802a3cfc71ad1c8467afa3c6a1fb8bc20856fbc32ff22358eed054c0a156
BSC,Drip,0xd88da9ee839748f60459144d8acffe0960f901fac2e0f8953420794e2a0b1c44
ETH,Erasure,0x75e474da4bd687446fd238c22916284242483a7308ae9c28d2654580dda14431
BSC,Kebab Finance,0x98dc0e8a0b1696feab1bba5767fc0e6a6763bead7e53728bf6e2b34750a72777
BSC,BabyDogeSwap,0x30fb6d26be6a7869b9364f10bf75ce1749c47f084d59c69a1fc3819a42dff9e4
BSC,Drip,0xf710ff01b3f09cae8167ed571990ba80823a7e14a9d2d6f296694d97bda2effd
BSC,Drip,0x87652c1d0e36cd4a612fd044fe71478a333c45973b249b5b5ddac2871b1ecc6f
ETH,Ankr,0x7b0385deb3e9d3b49eaf5cd4ca7709c27bea43cb06d02e09b61e7950f0c9a39b
ETH,SuperFarm,0x0e0fa45fd0bec54a84c6b51054b0cfd1cb22a6d0cfd7f127d5c1d6b66d7543f5
BSC,Position Exchange,0xdff2baaaedc325406313d58147c3a79323b685a1df7998f757be13b98ab50855
ETH,Hex,0xdfae7e82a8fd878b86cd30ea4c940936fb36c2345b2fb545c8f1adc3d3cda0f1
ETH,ShibaSwap,0x904ce3f86e0af87aa338512b7fba8dcf1e849a060677a9dd69817f48c4b0e7fc
ETH,Hex,0x3c3d18d2e8bafa00574d7ca72bdef034ceed48d3dac1b0d11df000f5d85b74f4
BSC,Drip,0x4467613f3e0de30752af4d32287050e15923c90970ae718a11a74f14d471d967
ETH,Ankr,0x07105e53f5a85186a1dfbd08f7adc2aa848d75a64fe814557c60b3fdbc516460
ETH,Ankr,0x91c11aa53b7b03c10baf3d684ee2b2c7dd2258456b04ed16b0c39f7757011ce2
ETH,CREAM Finance,0x3ff689c42662395d2ccd0e86f9e0485008a5c975255b4f0f3895dac38ccc4fb2
ETH,Loopring,0x6b5c8bd0c2d5ee722c50e4d29303b6200ce6a660b3afbb87122df1644ce89d02
ETH,WBTC,0x2d1288f69a95ba55104378d92fcb8fd00c2478c98b80d13d776effb8c10e6dfe
ETH,DODO,0xef1e9380ada93c56e9cd63d2b8cc6c30da2063d5eeb8e8f4d13358180ea89249
ETH,UniFi,0x65aeb96dd4519fb2918cfa093180663d54080991e8e06299876bac3731e09126
ETH,Hex,0xfe3df195fb37d0ccd08ebcb13aaf0106287e65fec74f5a839632d7b264d7eda8
BSC,BiSwap,0x593ceb18723195b37487c6c22882452a43a5dba9248e11bfd15b6e121a287ff8
ETH,Euler,0xc76884ce9d32be79a26679c32f0e7c35451c92f90c4b0984ca44f1519750f4a4
ETH,Compound V3,0x0b0a3e2c5e080038de28120fef0d6c458dd4f56a41c4c2fc6efe3a874131b602
ETH,Hex,0xfb737a62bc87df2600b34ca3a1f520e369d20353159f55e55fe0d4d4c0e2ca39
ETH,CVI Finance,0xd15c0e33203848c107948a02fc7c20de1673d506b40156d16cdff6e7c0938e25
BSC,BiSwap,0xa73c6c3657be51d6fbf830ed139d3ba3118b8afc53b99b4f4e35d9bc6741f6ec
BSC,TaiChi,0x51cf74ebc86607bdc6fcd7bfa1b346c3aff269fec1141ff3702ae27fab10f9a7
ETH,Hashflow,0xf6efcbbc517a8dbf507afe81f9e1e15a04d0a77018f9b6142474127982fde35f
BSC,BiSwap,0x5c06fb8b28f44528c428e623a8f144669312ca7ac55d24c539cb5449102efec7
ETH,Revest Finance,0xba77cefb04bd5bd6bb75540780f7cd5b91c51be39a8f82dc3ffb2eb75343a4ac
BSC,BabyDogeSwap,0x83c706a211ec706305fe65940592ae6de4d6b6dec2934a9958374c322e39506b
ETH,Flexa,0x5603f20fa2d14104d8c61698c51704f5fbb12016a9882b448bf4733e5e99f3fe
ETH,UniFi,0xe483b874de5afeb969e290eff3790fd36e217f003478ee4d3c49fa447b5e0c9f
BSC,BabyDogeSwap,0x9f156aebc399082e9b6f6f38e4cd879ec54001d80e3f1f57afc4bcefa848ef21
ETH,AAVE V2,0xd60245a4697aa3f98b9de40167c33561982d4fff587624763d7b2ac1fa79613f
ETH,Uniswap V3,0x347d8d2d934fa376f51c77419f4e746224f80530570cd907d75327f65dd5ecd2
ETH,API3,0x179feab85826ecb3fb362c3141b63426de87b3cbc837e70825390c3abd923d0d
ETH,Synthetix,0xa602a68190a903fa531b20cf60fc231c110093a81ba30d01b17265e275aa138e
ETH,Erasure,0xee77d0f7a7d5993b50d527f549cb7c20a5ca061c660f7f1fba2401d11c4e96a1
ETH,Domani Protocol,0xded0fab0530ee97e6dddec05fec219aa0b2d01764d96e74fd41aafb666a177ff
ETH,Pendle,0x3009e01b6257735ee2806654811be935c0e009a64c954472a624d5c3f083e89f
ETH,AAVE V2,0xedcfa3e59d223590949fe73bddf9ee81824a5c094122950d2ad02186ba93011c
ETH,Uniswap V3,0xa48cef99456902e5fc7c603b603c3aed7d50fb0cbc14cd57c0720d36885e512c
ETH,Enzyme Finance,0x18eaf92b329b2ce652c77960cfd1b712d28db41f8548fd5c60023662e4235a80
ETH,Coinbase Wrapped Staked ETH,0x0dfe75e459ca949c98b9de6fd9b5412f77c705c265d08e715bac227b4159fd80
ETH,LooksRare,0x99ecc85403721d2989498531491d19034a37b49a391ea8fcea6c19f5bd1ee135
BSC,BiSwap,0x3bfe4fa7df68604c9f059220a60d134edb2ba3c0a1cf21d4bc6c6e7a982f0518
ETH,YFII,0x5738f8b0d79c52d22a7552083075b94ad2cc0238a5d4e0472c252855340e2460
ETH,WOOFi,0xd3ae1d88c3817fc334cf183c54f02858c0c61acf40c494e4df6e7785f78be4c2
ETH,Stargate,0x4d08b5a666178eb0acd7182c26bcee69ab728cd3c246dd2c285a005885030294
BSC,BabyDogeSwap,0x36390f1afe3e4958b7b21caddf4a4652c82b0b5a92d088db387781a35c2bc04f
ETH,GETH,0xe4831a55eb1cc7022f1607581e0bfc05501ef7c720368ba9d8ebb85d1cdeddb8
ETH,Uniswap V3,0xb6ec5b3c28aaf9b911db2e31b98849915a84ffd1c2944a68df060fa5a20e4133
ETH,Stargate,0x247f18a30e9404152ec73d94aa2785cd32b02d172e6a772377aa43f22bd15cf8
ETH,Hex,0xd72b939e942106456b3bd731417f7ec1f509e7a9568e56e014563ed78b3382e7
BSC,BiSwap,0xaa947e904890741b3cb6526032d534bcac2216d4c257bc46c8c3b2936c1c2c4b
ETH,Flexa,0x3aca33a4e585a97a5dff45b62fc86db8e773098a3c6eb496ba71dfd63df317cf
BSC,BabyDogeSwap,0x5547a89bc1253cc3f46ccbfb22757897238cf3c35e9f13d3b4ef8ffbd7cf48d7
BSC,BabyDogeSwap,0x5f7374d490b81b9977d1f5d2fb79267ed96c54cfa0b2c84f57ab7e331b2ee024
BSC,BiSwap,0x7e3e4c6d0277435faae7723fa25c5e55430da69f4e7de58467bf2e61507538d1
ETH,Stargate,0xee164f2799c3153b810d8b4204c8c052d125890cd79bbb9ad8f22be077f6938d
ETH,ShibaSwap,0x08922242208c98f67bccd5cc46175ff760ab2613db8f7b06d8687e2ca18f894d
BSC,BiSwap,0xc581fe21fbaa9a4c1dad5035c642ef41c2124620c709f7810c31b98711821aa2
BSC,BiSwap,0xf0c63ee94f741ca93038dd9df9dc47c1a14a7b114a7a1132bb6811e2e7230db3
ETH,Hashflow,0xc693bc110520536d39c98aae7028b2b27171d18cf153270a2a8c5ccd1fc58be5
ETH,RenVM,0x46c4fadbde86720bae1551d3aba281c15ffc24f41cd8389ddfb691d1bca351d7
ETH,Erasure,0x6cc715dfd04941094ee23069de77fb91d399bd63ee41612be84d2d202497f128
ETH,UniFi,0xe84e636bd461c6d3dee70514b7744370ea95c0338c863f05b19a4549ba38c270
ETH,AAVE V2,0x77af0ebdceba92f4eba1b0b8c3e4fe4a63ce61d6741ebbed2d493864dd03f279
ETH,Erasure,0x3163a9a15773a7ccb2c7dc3cb12141771fe0ceef330c6fba8126e1a5feb019bb
BSC,BabyDogeSwap,0x675a997b8c874a3c811af80b047366e33a2be604d0cd1b0f6b64705378f24544
BSC,PinkSale,0xd9fec7662883660717f6029cb53f2d4b06c9f884a001ce9b7eb78368a95ea516
